asset_id,asset_type,manufacturer,site,rack_number,rack_unit,status,lifecycle_stage,vendor,purchase_date,unit_cost,warranty_expiry,warranty_active,age_years,utilization_pct,last_audit_date,purchase_year,days_since_audit,needs_audit
AST-20022,Firewall,Juniper,NewYork-DC2,R35,U1,Active,End of Life - Plan Replace,Infra Partners Inc,2019-02-06,14434.32,2022-02-05,False,6.9,89.1,2025-11-14,2019,48,False
AST-20585,Optical Transceiver,HPE,Seattle-DC1,R09,U14,Active,End of Life - Plan Replace,GlobalNet Supply,2019-02-07,1418.09,2024-02-06,False,6.9,51.7,2025-12-13,2019,19,False
AST-20359,Load Balancer,HPE,NewYork-DC2,R29,U21,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-02-07,10956.48,2022-02-06,False,6.9,73.3,2025-08-16,2019,138,False
AST-22340,PDU,HPE,Dallas-DC1,R19,U8,Active,End of Life - Plan Replace,GlobalNet Supply,2019-02-11,1372.42,2024-02-10,False,6.9,51.8,2025-09-22,2019,101,False
AST-21836,Load Balancer,Juniper,NewYork-DC1,R19,U4,Active,End of Life - Plan Replace,NetGear Solutions,2019-02-12,12758.24,2022-02-11,False,6.9,53.4,2025-04-27,2019,249,True
AST-21878,Switch,Juniper,Dallas-DC1,R33,U17,Active,End of Life - Plan Replace,DataCenter Direct,2019-02-14,6528.88,2022-02-13,False,6.9,78.8,2025-04-02,2019,274,True
AST-22762,PDU,Fortinet,Phoenix-DC1,R14,U18,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-02-14,2880.67,2022-02-13,False,6.9,81.2,2025-09-05,2019,118,False
AST-20923,Patch Panel,Cisco,Seattle-DC1,R26,U9,Active,End of Life - Plan Replace,DataCenter Direct,2019-02-15,419.84,2022-02-14,False,6.9,63.2,2025-12-18,2019,14,False
AST-21351,Patch Panel,Palo Alto Networks,Dallas-DC1,R15,U6,Active,End of Life - Plan Replace,GlobalNet Supply,2019-02-15,344.07,2022-02-14,False,6.9,94.1,2025-05-31,2019,215,True
AST-22779,Firewall,HPE,NewYork-DC1,R10,U1,Active,End of Life - Plan Replace,TechServe Logistics,2019-02-16,8968.07,2024-02-15,False,6.9,33.8,2025-11-11,2019,51,False
AST-22751,UPS Unit,Dell,Chicago-DC2,R23,U37,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-02-16,3422.36,2022-02-15,False,6.9,37.0,2025-12-17,2019,15,False
AST-20481,Router,Dell,NewYork-DC1,R17,U12,Active,End of Life - Plan Replace,Infra Partners Inc,2019-02-17,10955.25,2024-02-16,False,6.9,36.0,2025-03-26,2019,281,True
AST-21066,Storage Array,Nokia,Phoenix-DC1,R27,U5,Active,End of Life - Plan Replace,NetGear Solutions,2019-02-17,49772.07,2024-02-16,False,6.9,91.7,2025-04-26,2019,250,True
AST-20356,Patch Panel,Juniper,Chicago-DC2,R23,U27,Active,End of Life - Plan Replace,Infra Partners Inc,2019-02-18,707.23,2024-02-17,False,6.9,45.6,2025-08-18,2019,136,False
AST-20386,Router,HPE,NewYork-DC1,R39,U9,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-02-18,8939.5,2024-02-17,False,6.9,81.5,2025-05-31,2019,215,True
AST-21099,Patch Panel,Ciena,NewYork-DC1,R18,U32,Active,End of Life - Plan Replace,NetGear Solutions,2019-02-19,613.75,2022-02-18,False,6.9,28.7,2025-09-17,2019,106,False
AST-20390,Optical Transceiver,Juniper,Austin-DC1,R30,U19,In Storage,End of Life - Plan Replace,CoreEquip Distribution,2019-02-19,1359.81,2024-02-18,False,6.9,0.0,2025-08-18,2019,136,False
AST-21579,Load Balancer,Palo Alto Networks,Dallas-DC1,R36,U18,Active,End of Life - Plan Replace,TechServe Logistics,2019-02-19,24375.43,2022-02-18,False,6.9,17.0,2025-12-01,2019,31,False
AST-22758,PDU,Arista,NewYork-DC1,R02,U33,Active,End of Life - Plan Replace,DataCenter Direct,2019-02-20,2383.14,2022-02-19,False,6.9,57.1,2025-08-22,2019,132,False
AST-20821,Router,HPE,Denver-DC1,R09,U20,Active,End of Life - Plan Replace,Infra Partners Inc,2019-02-20,19785.52,2022-02-19,False,6.9,47.5,2025-03-16,2019,291,True
AST-22240,Optical Transceiver,Arista,Dallas-DC1,R12,U26,Active,End of Life - Plan Replace,DataCenter Direct,2019-02-20,1686.89,2022-02-19,False,6.9,93.9,2025-05-14,2019,232,True
AST-22069,Load Balancer,Palo Alto Networks,NewYork-DC2,R32,U21,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-02-21,22128.25,2024-02-20,False,6.9,48.1,2025-08-20,2019,134,False
AST-20003,Load Balancer,Arista,Phoenix-DC1,R23,U23,Active,End of Life - Plan Replace,DataCenter Direct,2019-02-23,16358.4,2022-02-22,False,6.9,36.2,2025-02-25,2019,310,True
AST-22835,Load Balancer,Dell,NewYork-DC2,R40,U17,Decommissioned,End of Life - Plan Replace,DataCenter Direct,2019-02-24,16387.48,2024-02-23,False,6.9,0.0,2025-12-12,2019,20,False
AST-22317,Optical Transceiver,Ciena,Atlanta-DC1,R40,U28,Active,End of Life - Plan Replace,NetGear Solutions,2019-02-26,1462.2,2022-02-25,False,6.8,50.9,2025-10-31,2019,62,False
AST-21717,Firewall,Arista,Seattle-DC1,R33,U20,Active,End of Life - Plan Replace,Infra Partners Inc,2019-02-26,4340.37,2024-02-25,False,6.8,64.5,2025-03-15,2019,292,True
AST-21319,Load Balancer,Nokia,Denver-DC1,R14,U37,Active,End of Life - Plan Replace,NetGear Solutions,2019-02-26,28406.13,2024-02-25,False,6.8,27.4,2025-01-21,2019,345,True
AST-21373,Storage Array,HPE,Phoenix-DC1,R39,U39,Active,End of Life - Plan Replace,Infra Partners Inc,2019-02-27,59880.27,2022-02-26,False,6.8,34.3,2025-06-29,2019,186,True
AST-21655,Optical Transceiver,Cisco,Austin-DC1,R15,U27,Decommissioned,End of Life - Plan Replace,TechServe Logistics,2019-02-27,1812.67,2024-02-26,False,6.8,0.0,2025-12-09,2019,23,False
AST-22678,Firewall,Nokia,Phoenix-DC1,R14,U31,Active,End of Life - Plan Replace,Infra Partners Inc,2019-02-27,12240.83,2024-02-26,False,6.8,51.6,2025-07-26,2019,159,False
AST-22966,Optical Transceiver,Ciena,NewYork-DC1,R09,U13,Active,End of Life - Plan Replace,Infra Partners Inc,2019-03-01,1658.45,2022-02-28,False,6.8,21.0,2025-10-07,2019,86,False
AST-20164,Switch,Nokia,Phoenix-DC1,R22,U9,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-03-01,11425.02,2024-02-28,False,6.8,43.2,2025-12-09,2019,23,False
AST-22047,Load Balancer,Juniper,Phoenix-DC1,R37,U29,Active,End of Life - Plan Replace,GlobalNet Supply,2019-03-01,29949.54,2022-02-28,False,6.8,19.9,2025-10-26,2019,67,False
AST-21429,UPS Unit,Nokia,Chicago-DC1,R01,U37,In Maintenance,End of Life - Plan Replace,GlobalNet Supply,2019-03-02,2059.02,2022-03-01,False,6.8,0.0,2025-12-02,2019,30,False
AST-22553,Optical Transceiver,Ciena,Dallas-DC1,R36,U5,Decommissioned,End of Life - Plan Replace,CoreEquip Distribution,2019-03-02,1074.59,2022-03-01,False,6.8,0.0,2025-03-26,2019,281,True
AST-21608,UPS Unit,Nokia,Seattle-DC1,R33,U13,Active,End of Life - Plan Replace,TechServe Logistics,2019-03-05,9715.68,2024-03-03,False,6.8,26.8,2025-09-14,2019,109,False
AST-22161,Server,Palo Alto Networks,NewYork-DC1,R14,U41,Active,End of Life - Plan Replace,Infra Partners Inc,2019-03-06,10466.76,2022-03-05,False,6.8,31.8,2025-12-16,2019,16,False
AST-21374,Storage Array,Ciena,NewYork-DC1,R18,U17,Active,End of Life - Plan Replace,TechServe Logistics,2019-03-07,52116.25,2024-03-05,False,6.8,55.6,2025-02-07,2019,328,True
AST-21355,Switch,Ciena,Atlanta-DC1,R12,U20,In Maintenance,End of Life - Plan Replace,Infra Partners Inc,2019-03-08,4554.02,2022-03-07,False,6.8,0.0,2025-07-16,2019,169,False
AST-20524,Optical Transceiver,Palo Alto Networks,NewYork-DC1,R30,U28,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-03-09,844.33,2024-03-07,False,6.8,28.3,2025-11-08,2019,54,False
AST-20787,Router,Fortinet,NewYork-DC2,R07,U36,Active,End of Life - Plan Replace,TechServe Logistics,2019-03-10,16412.43,2024-03-08,False,6.8,55.6,2025-12-10,2019,22,False
AST-22319,Load Balancer,Cisco,Phoenix-DC1,R15,U22,Active,End of Life - Plan Replace,GlobalNet Supply,2019-03-10,15784.32,2022-03-09,False,6.8,15.8,2025-07-03,2019,182,True
AST-21191,Server,HPE,Atlanta-DC1,R10,U7,Active,End of Life - Plan Replace,Infra Partners Inc,2019-03-11,24993.01,2022-03-10,False,6.8,59.2,2025-09-17,2019,106,False
AST-22126,Patch Panel,Fortinet,Atlanta-DC1,R16,U1,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-03-11,343.34,2024-03-09,False,6.8,89.0,2025-10-16,2019,77,False
AST-20760,Switch,Ciena,Seattle-DC1,R06,U30,Active,End of Life - Plan Replace,Infra Partners Inc,2019-03-11,3575.97,2024-03-09,False,6.8,67.8,2025-01-03,2019,363,True
AST-21821,Server,Dell,Atlanta-DC1,R17,U30,Active,End of Life - Plan Replace,NetGear Solutions,2019-03-12,30103.11,2022-03-11,False,6.8,15.2,2025-05-23,2019,223,True
AST-20628,Optical Transceiver,Ciena,Phoenix-DC1,R07,U3,Active,End of Life - Plan Replace,Infra Partners Inc,2019-03-12,1487.72,2024-03-10,False,6.8,20.6,2025-11-24,2019,38,False
AST-22329,Server,Arista,Seattle-DC1,R26,U11,Active,End of Life - Plan Replace,TechServe Logistics,2019-03-12,10500.53,2024-03-10,False,6.8,50.8,2025-07-31,2019,154,False
AST-20013,Load Balancer,Palo Alto Networks,Dallas-DC1,R33,U39,Active,End of Life - Plan Replace,Infra Partners Inc,2019-03-12,26516.73,2024-03-10,False,6.8,27.2,2025-09-21,2019,102,False
AST-20405,Load Balancer,Palo Alto Networks,Denver-DC1,R32,U9,In Maintenance,End of Life - Plan Replace,DataCenter Direct,2019-03-12,27731.3,2022-03-11,False,6.8,0.0,2025-06-05,2019,210,True
AST-22051,Router,Arista,Austin-DC1,R14,U30,Active,End of Life - Plan Replace,DataCenter Direct,2019-03-13,20133.27,2022-03-12,False,6.8,83.7,2025-07-14,2019,171,False
AST-20733,Firewall,Ciena,Phoenix-DC1,R18,U29,Active,End of Life - Plan Replace,GlobalNet Supply,2019-03-14,7425.74,2022-03-13,False,6.8,35.3,2025-06-05,2019,210,True
AST-21325,Patch Panel,Palo Alto Networks,NewYork-DC2,R21,U31,Active,End of Life - Plan Replace,DataCenter Direct,2019-03-14,270.2,2022-03-13,False,6.8,52.6,2025-03-03,2019,304,True
AST-21818,Server,HPE,Denver-DC1,R11,U41,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-03-15,14583.05,2024-03-13,False,6.8,15.6,2025-02-06,2019,329,True
AST-21122,Router,Juniper,Chicago-DC1,R19,U37,In Maintenance,End of Life - Plan Replace,DataCenter Direct,2019-03-15,16075.47,2024-03-13,False,6.8,0.0,2025-04-29,2019,247,True
AST-21406,Optical Transceiver,Juniper,Atlanta-DC1,R38,U34,Active,End of Life - Plan Replace,DataCenter Direct,2019-03-18,1429.46,2024-03-16,False,6.8,87.0,2025-10-07,2019,86,False
AST-20038,Firewall,HPE,Dallas-DC1,R31,U15,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-03-19,17954.67,2024-03-17,False,6.8,80.3,2025-09-20,2019,103,False
AST-20109,Load Balancer,Ciena,Boston-DC1,R40,U36,Active,End of Life - Plan Replace,DataCenter Direct,2019-03-20,18372.49,2022-03-19,False,6.8,88.2,2025-07-17,2019,168,False
AST-21040,Storage Array,Juniper,Chicago-DC2,R13,U26,Active,End of Life - Plan Replace,GlobalNet Supply,2019-03-20,48410.83,2024-03-18,False,6.8,20.2,2025-07-16,2019,169,False
AST-20455,Firewall,Ciena,NewYork-DC1,R33,U27,Active,End of Life - Plan Replace,GlobalNet Supply,2019-03-21,7237.58,2022-03-20,False,6.8,63.4,2025-10-16,2019,77,False
AST-21437,Firewall,Ciena,Dallas-DC1,R20,U40,Active,End of Life - Plan Replace,NetGear Solutions,2019-03-22,14435.8,2024-03-20,False,6.8,19.1,2025-06-03,2019,212,True
AST-22728,Switch,HPE,Chicago-DC2,R36,U38,Active,End of Life - Plan Replace,NetGear Solutions,2019-03-24,5950.43,2024-03-22,False,6.8,60.7,2025-09-26,2019,97,False
AST-22212,Storage Array,Palo Alto Networks,Chicago-DC2,R19,U40,Active,End of Life - Plan Replace,Infra Partners Inc,2019-03-25,11626.45,2024-03-23,False,6.8,25.5,2025-03-16,2019,291,True
AST-22803,Server,Juniper,NewYork-DC2,R27,U22,In Storage,End of Life - Plan Replace,TechServe Logistics,2019-03-29,21388.56,2024-03-27,False,6.8,0.0,2025-06-01,2019,214,True
AST-21642,Patch Panel,Cisco,Boston-DC1,R22,U14,Active,End of Life - Plan Replace,GlobalNet Supply,2019-03-30,389.35,2022-03-29,False,6.8,26.6,2025-05-17,2019,229,True
AST-20741,Load Balancer,Nokia,Miami-DC1,R09,U39,Active,End of Life - Plan Replace,TechServe Logistics,2019-03-30,13491.28,2022-03-29,False,6.8,47.8,2025-01-14,2019,352,True
AST-22100,Server,Palo Alto Networks,Austin-DC1,R15,U28,Decommissioned,End of Life - Plan Replace,GlobalNet Supply,2019-03-31,5597.07,2024-03-29,False,6.8,0.0,2025-05-29,2019,217,True
AST-20541,Server,HPE,Chicago-DC1,R02,U22,Active,End of Life - Plan Replace,DataCenter Direct,2019-04-01,18501.85,2024-03-30,False,6.8,74.2,2025-09-15,2019,108,False
AST-20695,Server,Juniper,NewYork-DC1,R31,U28,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-04-03,5564.19,2022-04-02,False,6.7,30.7,2025-12-10,2019,22,False
AST-22371,Switch,Fortinet,Austin-DC1,R01,U25,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-03,7864.93,2024-04-01,False,6.7,45.2,2025-02-10,2019,325,True
AST-21008,Firewall,Ciena,Boston-DC1,R08,U15,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-04-06,6712.94,2024-04-04,False,6.7,91.5,2025-11-09,2019,53,False
AST-22268,Server,HPE,Phoenix-DC1,R15,U37,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-04-06,21145.81,2024-04-04,False,6.7,38.1,2025-10-22,2019,71,False
AST-20757,Optical Transceiver,Fortinet,NewYork-DC2,R06,U14,Active,End of Life - Plan Replace,NetGear Solutions,2019-04-06,422.58,2022-04-05,False,6.7,29.5,2025-08-08,2019,146,False
AST-21495,Optical Transceiver,Ciena,Phoenix-DC1,R07,U14,Active,End of Life - Plan Replace,GlobalNet Supply,2019-04-07,897.41,2022-04-06,False,6.7,75.8,2025-09-20,2019,103,False
AST-21502,Router,Fortinet,Dallas-DC1,R30,U38,Active,End of Life - Plan Replace,TechServe Logistics,2019-04-07,18945.8,2022-04-06,False,6.7,59.6,2025-01-10,2019,356,True
AST-22669,Optical Transceiver,Ciena,Phoenix-DC1,R10,U2,Active,End of Life - Plan Replace,TechServe Logistics,2019-04-08,1979.19,2022-04-07,False,6.7,86.3,2025-12-06,2019,26,False
AST-20561,Storage Array,Juniper,Austin-DC1,R35,U9,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-09,48936.56,2022-04-08,False,6.7,48.1,2025-06-13,2019,202,True
AST-20394,Storage Array,Ciena,Boston-DC1,R04,U11,Active,End of Life - Plan Replace,GlobalNet Supply,2019-04-09,44808.49,2022-04-08,False,6.7,48.3,2025-11-08,2019,54,False
AST-20450,Switch,Dell,NewYork-DC1,R31,U14,Active,End of Life - Plan Replace,DataCenter Direct,2019-04-10,10615.6,2024-04-08,False,6.7,27.9,2025-03-04,2019,303,True
AST-21203,Server,Fortinet,Seattle-DC1,R09,U31,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-04-11,25909.06,2024-04-09,False,6.7,63.1,2025-04-25,2019,251,True
AST-20692,Optical Transceiver,Palo Alto Networks,Austin-DC1,R05,U8,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-12,1028.88,2024-04-10,False,6.7,88.9,2025-10-25,2019,68,False
AST-20393,Switch,Nokia,Seattle-DC1,R30,U18,Active,End of Life - Plan Replace,GlobalNet Supply,2019-04-12,6903.38,2024-04-10,False,6.7,70.2,2025-06-17,2019,198,True
AST-22106,Switch,Palo Alto Networks,Seattle-DC1,R26,U12,In Maintenance,End of Life - Plan Replace,CoreEquip Distribution,2019-04-13,13826.19,2024-04-11,False,6.7,0.0,2025-06-11,2019,204,True
AST-22784,Router,Fortinet,Chicago-DC1,R36,U24,In Maintenance,End of Life - Plan Replace,NetGear Solutions,2019-04-13,8311.77,2024-04-11,False,6.7,0.0,2025-12-17,2019,15,False
AST-22162,Optical Transceiver,Nokia,NewYork-DC1,R40,U32,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-13,1240.62,2022-04-12,False,6.7,21.4,2025-03-31,2019,276,True
AST-21137,Switch,Cisco,Miami-DC1,R05,U29,Active,End of Life - Plan Replace,DataCenter Direct,2019-04-14,12931.83,2022-04-13,False,6.7,63.5,2025-06-23,2019,192,True
AST-22710,Load Balancer,Dell,Dallas-DC1,R13,U4,Active,End of Life - Plan Replace,NetGear Solutions,2019-04-15,28995.89,2024-04-13,False,6.7,70.7,2025-02-04,2019,331,True
AST-22020,Storage Array,Dell,Chicago-DC2,R26,U32,In Storage,End of Life - Plan Replace,CoreEquip Distribution,2019-04-15,12771.09,2024-04-13,False,6.7,0.0,2025-08-12,2019,142,False
AST-22769,PDU,Arista,Boston-DC1,R25,U22,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-15,2012.39,2024-04-13,False,6.7,87.8,2025-11-29,2019,33,False
AST-22614,Switch,Dell,Seattle-DC1,R02,U21,Active,End of Life - Plan Replace,TechServe Logistics,2019-04-18,6184.9,2022-04-17,False,6.7,40.5,2025-09-23,2019,100,False
AST-21669,Optical Transceiver,Fortinet,Chicago-DC2,R15,U35,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-18,1821.5,2022-04-17,False,6.7,59.8,2025-11-04,2019,58,False
AST-21531,Switch,Arista,Miami-DC1,R13,U10,Active,End of Life - Plan Replace,NetGear Solutions,2019-04-20,2036.7,2024-04-18,False,6.7,25.7,2025-07-31,2019,154,False
AST-22133,Router,Ciena,Dallas-DC1,R40,U39,Active,End of Life - Plan Replace,GlobalNet Supply,2019-04-24,23023.55,2024-04-22,False,6.7,84.8,2025-05-22,2019,224,True
AST-20582,Patch Panel,Ciena,Dallas-DC1,R21,U3,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-24,593.69,2024-04-22,False,6.7,48.1,2025-08-14,2019,140,False
AST-20753,Optical Transceiver,Ciena,Dallas-DC1,R09,U32,Active,End of Life - Plan Replace,DataCenter Direct,2019-04-24,279.49,2024-04-22,False,6.7,74.8,2025-08-10,2019,144,False
AST-21370,Load Balancer,Nokia,Chicago-DC1,R07,U41,In Storage,End of Life - Plan Replace,CoreEquip Distribution,2019-04-26,14845.53,2024-04-24,False,6.7,0.0,2025-02-28,2019,307,True
AST-20745,Switch,Nokia,Dallas-DC1,R28,U30,In Maintenance,End of Life - Plan Replace,Infra Partners Inc,2019-04-26,11200.88,2022-04-25,False,6.7,0.0,2025-01-21,2019,345,True
AST-22416,Router,HPE,Seattle-DC1,R02,U16,Active,End of Life - Plan Replace,DataCenter Direct,2019-04-26,9078.41,2024-04-24,False,6.7,88.8,2025-02-25,2019,310,True
AST-21524,Optical Transceiver,Cisco,Atlanta-DC1,R29,U19,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-27,1083.98,2024-04-25,False,6.7,18.2,2025-10-09,2019,84,False
AST-20387,Switch,Palo Alto Networks,Austin-DC1,R07,U32,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-28,3039.17,2024-04-26,False,6.7,63.7,2025-09-21,2019,102,False
AST-20430,PDU,Nokia,Chicago-DC1,R40,U5,Active,End of Life - Plan Replace,NetGear Solutions,2019-04-30,514.75,2024-04-28,False,6.7,18.6,2025-03-07,2019,300,True
AST-22398,Patch Panel,Juniper,Phoenix-DC1,R37,U32,Active,End of Life - Plan Replace,DataCenter Direct,2019-04-30,242.89,2022-04-29,False,6.7,27.2,2025-07-20,2019,165,False
AST-21913,Optical Transceiver,Palo Alto Networks,Boston-DC1,R32,U40,Active,End of Life - Plan Replace,Infra Partners Inc,2019-04-30,1152.45,2024-04-28,False,6.7,44.1,2025-11-24,2019,38,False
AST-20857,Patch Panel,Ciena,Austin-DC1,R09,U13,Active,End of Life - Plan Replace,TechServe Logistics,2019-05-01,717.91,2022-04-30,False,6.7,57.6,2025-09-24,2019,99,False
AST-22387,Load Balancer,Palo Alto Networks,Denver-DC1,R37,U29,Active,End of Life - Plan Replace,GlobalNet Supply,2019-05-02,27234.12,2024-04-30,False,6.7,34.9,2025-04-20,2019,256,True
AST-22219,Patch Panel,Juniper,Chicago-DC2,R02,U38,Active,End of Life - Plan Replace,DataCenter Direct,2019-05-03,658.82,2024-05-01,False,6.7,45.8,2025-11-14,2019,48,False
AST-21087,Server,Arista,Miami-DC1,R10,U38,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-07,14579.98,2022-05-06,False,6.7,66.0,2025-06-03,2019,212,True
AST-20477,Patch Panel,Nokia,Dallas-DC1,R32,U40,Active,End of Life - Plan Replace,TechServe Logistics,2019-05-07,573.07,2022-05-06,False,6.7,76.1,2025-12-28,2019,4,False
AST-21130,Server,Cisco,Atlanta-DC1,R38,U20,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-08,16682.88,2024-05-06,False,6.7,66.6,2025-12-14,2019,18,False
AST-22358,Firewall,Cisco,NewYork-DC1,R12,U12,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-08,18928.26,2024-05-06,False,6.7,47.8,2025-05-30,2019,216,True
AST-21843,Load Balancer,Palo Alto Networks,Dallas-DC1,R23,U34,Active,End of Life - Plan Replace,GlobalNet Supply,2019-05-08,28829.67,2024-05-06,False,6.7,74.0,2025-04-13,2019,263,True
AST-20071,Load Balancer,HPE,Atlanta-DC1,R35,U12,Active,End of Life - Plan Replace,GlobalNet Supply,2019-05-10,14942.05,2022-05-09,False,6.6,32.3,2025-09-24,2019,99,False
AST-21807,Switch,Arista,Dallas-DC1,R29,U9,Active,End of Life - Plan Replace,TechServe Logistics,2019-05-11,11242.55,2024-05-09,False,6.6,67.9,2025-07-09,2019,176,False
AST-21789,Optical Transceiver,Arista,Austin-DC1,R30,U14,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-11,515.99,2024-05-09,False,6.6,50.4,2025-09-21,2019,102,False
AST-20017,UPS Unit,Fortinet,Denver-DC1,R22,U2,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-11,4246.97,2022-05-10,False,6.6,59.3,2025-03-05,2019,302,True
AST-22910,Optical Transceiver,Cisco,Phoenix-DC1,R34,U38,Active,End of Life - Plan Replace,DataCenter Direct,2019-05-12,1742.31,2024-05-10,False,6.6,73.4,2025-07-19,2019,166,False
AST-20177,Server,Nokia,Denver-DC1,R16,U32,Active,End of Life - Plan Replace,GlobalNet Supply,2019-05-13,28761.97,2022-05-12,False,6.6,43.9,2025-12-18,2019,14,False
AST-22815,Server,Dell,NewYork-DC1,R37,U39,Active,End of Life - Plan Replace,TechServe Logistics,2019-05-13,16854.95,2024-05-11,False,6.6,43.6,2025-08-20,2019,134,False
AST-21126,Optical Transceiver,Fortinet,NewYork-DC1,R12,U16,Active,End of Life - Plan Replace,TechServe Logistics,2019-05-14,928.2,2024-05-12,False,6.6,35.8,2025-03-27,2019,280,True
AST-20125,Optical Transceiver,Palo Alto Networks,Seattle-DC1,R28,U4,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-05-16,836.48,2024-05-14,False,6.6,63.0,2025-08-06,2019,148,False
AST-22599,Patch Panel,Juniper,Boston-DC1,R11,U16,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-16,799.13,2024-05-14,False,6.6,27.1,2025-02-06,2019,329,True
AST-21694,Optical Transceiver,HPE,Miami-DC1,R10,U7,Active,End of Life - Plan Replace,DataCenter Direct,2019-05-16,1511.21,2024-05-14,False,6.6,22.6,2025-11-15,2019,47,False
AST-21603,Firewall,Fortinet,NewYork-DC1,R20,U14,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-18,15670.09,2024-05-16,False,6.6,67.5,2025-05-03,2019,243,True
AST-22131,Firewall,Ciena,Seattle-DC1,R19,U20,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-05-19,7694.82,2022-05-18,False,6.6,25.5,2025-08-24,2019,130,False
AST-21127,Patch Panel,Fortinet,Boston-DC1,R02,U12,Active,End of Life - Plan Replace,Infra Partners Inc,2019-05-20,202.37,2024-05-18,False,6.6,80.5,2025-10-20,2019,73,False
AST-20959,PDU,Dell,NewYork-DC1,R20,U38,Active,End of Life - Plan Replace,TechServe Logistics,2019-05-21,1816.19,2022-05-20,False,6.6,22.6,2025-04-25,2019,251,True
AST-22896,Server,HPE,Dallas-DC1,R27,U33,Active,End of Life - Plan Replace,CoreEquip Distribution,2019-05-21,21066.42,2024-05-19,False,6.6,27.2,2025-10-28,2019,65,False
AST-21695,Patch Panel,Fortinet,Denver-DC1,R13,U16,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-22,133.83,2024-05-20,False,6.6,22.3,2025-03-03,2019,304,True
AST-21211,Firewall,Dell,Chicago-DC1,R09,U18,Active,End of Life - Plan Replace,DataCenter Direct,2019-05-22,14484.42,2024-05-20,False,6.6,21.1,2025-11-18,2019,44,False
AST-20385,Switch,Ciena,NewYork-DC2,R10,U14,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-22,4911.97,2024-05-20,False,6.6,69.9,2025-01-10,2019,356,True
AST-22247,Load Balancer,HPE,Boston-DC1,R40,U32,Active,End of Life - Plan Replace,TechServe Logistics,2019-05-22,22752.77,2022-05-21,False,6.6,58.7,2025-09-22,2019,101,False
AST-20973,Optical Transceiver,Palo Alto Networks,Dallas-DC1,R17,U15,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-23,212.44,2024-05-21,False,6.6,46.6,2025-05-05,2019,241,True
AST-21567,Switch,HPE,Dallas-DC1,R24,U12,Active,End of Life - Plan Replace,Infra Partners Inc,2019-05-24,8971.42,2024-05-22,False,6.6,57.7,2025-10-14,2019,79,False
AST-22850,Optical Transceiver,Arista,Seattle-DC1,R09,U22,Active,End of Life - Plan Replace,NetGear Solutions,2019-05-25,1926.14,2024-05-23,False,6.6,93.4,2025-12-03,2019,29,False
AST-21965,Server,Juniper,Seattle-DC1,R32,U1,Active,End of Life - Plan Replace,Infra Partners Inc,2019-05-25,22185.52,2024-05-23,False,6.6,44.3,2025-01-14,2019,352,True
AST-21819,Load Balancer,Cisco,Phoenix-DC1,R26,U32,Active,End of Life - Plan Replace,TechServe Logistics,2019-05-26,21555.02,2022-05-25,False,6.6,88.1,2025-03-18,2019,289,True
AST-22033,Optical Transceiver,Nokia,Dallas-DC1,R08,U38,In Storage,End of Life - Plan Replace,GlobalNet Supply,2019-05-26,282.23,2022-05-25,False,6.6,0.0,2025-11-26,2019,36,False
AST-21639,Load Balancer,HPE,Phoenix-DC1,R39,U32,Decommissioned,End of Life - Plan Replace,Infra Partners Inc,2019-05-26,13609.98,2024-05-24,False,6.6,0.0,2025-12-31,2019,1,False
